station_name,all_day_boarding,all_day_alighting,morning_boarding,morning_alighting,evening_boarding,evening_alighting,calculated_weekday_average,morning_net_inflow,evening_net_outflow,employment_flow,residential_flow,peak_direction_total,orientation_score,peak_concentration,lines,weekday_average,weekend_average,relative_weekend_index,station_type,weekday_average_difference,commute_pattern,orientation_rank,weekday_volume_rank
강남구청,18417.57786885246,20431.168032786885,1118.545081967213,10601.16393442623,8286.061475409835,2128.9180327868853,38848.74590163934,9482.618852459016,6157.14344262295,18887.225409836065,3247.4631147540986,22134.688524590165,0.7065725039549227,0.5697658447104755,7호선,38849,18079,0.718,Weekday-oriented,-0.2540983606595546,업무 유입형,11,94
청담,20964.196721311477,22726.245901639344,1628.0409836065573,12285.913934426231,9626.532786885247,2172.7622950819673,43690.442622950824,10657.872950819674,7453.77049180328,21912.446721311477,3800.8032786885246,25713.25,0.7043700598960829,0.5885326047599411,7호선,43690,19618,0.693,Weekday-oriented,0.44262295082444325,업무 유입형,12,82
선릉,66973.15573770492,58931.14344262295,3979.389344262295,28888.594262295082,29217.56557377049,6441.905737704918,125904.29918032787,24909.20491803279,22775.659836065573,58106.15983606558,10421.295081967211,68527.45491803279,0.6958505143834,0.5442820885717616,2호선,125904,44395,0.544,Weekday-oriented,0.29918032787099946,업무 유입형,13,9
을지로입구,55572.475409836065,57561.42213114754,2208.077868852459,28563.733606557376,24690.438524590165,7406.635245901639,113133.8975409836,26355.655737704918,17283.803278688527,53254.17213114754,9614.713114754097,62868.885245901634,0.6941344489520477,0.5557033445535359,2호선,113134,66682,0.909,Balanced,-0.10245901640155353,업무 유입형,14,13
을지로4가,24159.549180327867,23903.340163934427,1741.9139344262294,10501.168032786885,10337.381147540984,2783.110655737705,48062.889344262294,8759.254098360656,7554.270491803279,20838.54918032787,4525.024590163935,25363.573770491806,0.6431871445948688,0.5277163757014056,"2호선, 5호선",48063,25182,0.808,Balanced,-0.11065573770611081,업무 유입형,15,70
을지로3가,42618.25,42527.97131147541,2370.6926229508194,21250.213114754097,18896.11475409836,6366.262295081968,85146.22131147541,18879.520491803276,12529.85245901639,40146.32786885246,8736.954918032787,48883.28278688525,0.6425381267406697,0.5741098316983927,"2호선, 3호선",85146,46160,0.836,Balanced,0.22131147541222163,업무 유입형,16,25
서대문,23365.67213114754,23577.04508196721,2637.1393442622953,13328.397540983606,10167.536885245901,2636.9877049180327,46942.71721311475,10691.25819672131,7530.549180327869,23495.934426229505,5274.127049180328,28770.061475409835,0.6333600431345482,0.6128759301426232,5호선,46943,15583,0.512,Weekday-oriented,-0.282786885247333,업무 유입형,17,75
논현,21553.778688524588,22310.094262295082,1406.9795081967213,10578.786885245901,9523.684426229507,3286.2008196721313,43863.87295081967,9171.80737704918,6237.483606557376,20102.47131147541,4693.180327868853,24795.65163934426,0.6214513418617323,0.5652864184415551,7호선,43864,19826,0.697,Weekday-oriented,-0.1270491803297773,업무 유입형,18,81
충무로,36032.42622950819,36847.561475409835,2338.7950819672133,15889.036885245901,14661.803278688525,5008.008196721312,72879.98770491802,13550.241803278688,9653.795081967213,30550.840163934427,7346.803278688525,37897.64344262295,0.612281787926387,0.5200006838100163,4호선,72880,35551,0.752,Weekday-oriented,-0.012295081978663802,업무 유입형,19,35
성수,53964.74590163935,58123.09016393443,3011.1639344262294,22596.680327868853,24309.204918032785,8340.64344262295,112087.83606557378,19585.516393442624,15968.561475409835,46905.885245901634,11351.80737704918,58257.69262295081,0.6102898393000518,0.5197503553273062,2호선,112088,85527,1.177,Balanced,-0.16393442622211296,업무 유입형,20,14
